sample	rule	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	hostname	ip	nproc	cpu_efficiency	instance_type	region_az	spot_cost	snakemake_threads	task_cost
RIH0_ANA0-HG005-19	bwa2a.deep.13	822.5783	0:13:42	33937.54	207476.95	23373.73	23651.73	1719.71	3388.07	1766.78	59.62	i192-dy-m7gb768-4	10.0.1.81	192	0.0725	m7i.48xlarge	eu-central-1c	1.828900	64	0.139298
RIH0_ANA0-HG005-19	bwa2a.deep.14	498.7119	0:08:18	33910.27	207661.01	23315.62	23594.17	1466.15	3208.64	2471.03	42.86	i192-dy-m7gb768-6	10.0.1.182	192	0.0859	m7i.48xlarge	eu-central-1c	1.828900	64	0.084453
RIH0_ANA0-HG005-19	bwa2a.deep.15	731.7220	0:12:11	33850.80	208174.13	23351.66	23630.04	1575.11	3181.24	1412.79	54.58	i192-dy-m7gb768-3	10.0.1.174	192	0.0746	m7i.48xlarge	eu-central-1c	1.828900	64	0.123912
RIH0_ANA0-HG005-19	bwa2a.deep.16	769.9328	0:12:49	34155.06	204915.01	23338.76	23617.06	1447.98	3338.03	1734.75	43.57	i192-dy-m7gb768-3	10.0.1.174	192	0.0566	m7i.48xlarge	eu-central-1c	1.828900	64	0.130382
RIH0_ANA0-HG005-19	bwa2a.deep.17	606.6931	0:10:06	34476.05	202900.33	23031.17	23309.60	1438.47	3387.97	2098.54	49.60	i192-dy-m7gb768-6	10.0.1.182	192	0.0818	m7i.48xlarge	eu-central-1c	1.828900	64	0.102739
RIH0_ANA0-HG005-19	bwa2a.deep.18	436.3965	0:07:16	33899.49	205740.03	23305.14	23582.77	1164.16	3007.32	2282.76	42.09	i192-dy-m7gb768-4	10.0.1.81	192	0.0964	m7i.48xlarge	eu-central-1c	1.828900	64	0.073901
RIH0_ANA0-HG005-19	bwa2a.deep.19	842.6843	0:14:02	34379.74	203046.07	22865.54	23143.60	772.86	3226.94	1402.92	51.94	i192-dy-m7gb768-2	10.0.1.189	192	0.0616	m7i.48xlarge	eu-central-1c	1.828900	64	0.142702
RIH0_ANA0-HG005-19	bwa2a.deep.2	1345.0690	0:22:25	33974.72	205439.40	23361.89	23640.26	4270.79	5068.39	2350.53	80.40	i192-dy-m7gb768-7	10.0.1.45	192	0.0598	m7i.48xlarge	eu-central-1c	1.828900	64	0.227777
RIH0_ANA0-HG005-19	bwa2a.deep.20	566.5962	0:09:26	33765.68	205550.90	23344.70	23623.02	1196.87	3148.38	1855.83	36.68	i192-dy-m7gb768-6	10.0.1.182	192	0.0647	m7i.48xlarge	eu-central-1c	1.828900	64	0.095949
RIH0_ANA0-HG005-19	bwa2a.deep.21	320.7819	0:05:20	34204.20	203181.08	23169.46	23448.18	1893.65	2743.55	1600.98	49.23	i192-dy-m7gb768-5	10.0.1.226	192	0.1535	m7i.48xlarge	eu-central-1c	1.828900	64	0.054322
RIH0_ANA0-HG005-19	bwa2a.deep.22	444.5807	0:07:24	33880.59	205352.75	23330.53	23609.12	641.80	2758.34	1200.93	4913.01	i192-dy-m7gb768-2	10.0.1.189	192	11.0509	m7i.48xlarge	eu-central-1c	1.828900	64	0.075286
RIH0_ANA0-HG005-19	bwa2a.deep.23	1060.7090	0:17:40	34424.76	203192.27	22901.32	23179.43	258.12	2904.96	1286.78	47.94	i192-dy-m7gb768-2	10.0.1.189	192	0.0452	m7i.48xlarge	eu-central-1c	1.828900	64	0.179623
RIH0_ANA0-HG005-19	bwa2a.deep.24	174.8468	0:02:54	34007.79	207280.56	23408.59	23686.90	731.08	2218.00	1305.81	1587.89	i192-dy-m7gb768-3	10.0.1.174	192	9.0816	m7i.48xlarge	eu-central-1c	1.828900	64	0.029609
RIH0_ANA0-HG005-19	bwa2a.deep.3	1175.8438	0:19:35	34187.30	203067.43	22869.60	23147.93	3764.94	4544.01	2406.48	89.41	i192-dy-c7gb384-1	10.0.1.154	192	0.0760	c7i.48xlarge	eu-central-1c	1.325400	64	0.144302
RIH0_ANA0-HG005-19	bwa2a.deep.4	1200.3055	0:20:00	34233.87	206579.89	23531.09	23809.28	3582.16	4497.72	2142.02	72.05	i192-dy-m7gb768-5	10.0.1.226	192	0.0600	m7i.48xlarge	eu-central-1c	1.828900	64	0.203263
RIH0_ANA0-HG005-19	bwa2a.deep.5	1139.9331	0:18:59	33775.45	204751.74	22917.77	23196.09	2795.18	4129.13	2052.53	86.03	i192-dy-m7gb768-7	10.0.1.45	192	0.0755	m7i.48xlarge	eu-central-1c	1.828900	64	0.193039
RIH0_ANA0-HG005-19	bwa2a.deep.6	883.7543	0:14:43	34090.25	204980.91	23333.50	23613.89	2540.79	4368.98	2737.24	72.96	i192-dy-m7gb768-3	10.0.1.174	192	0.0826	m7i.48xlarge	eu-central-1c	1.828900	64	0.149657
RIH0_ANA0-HG005-19	bwa2a.deep.7	922.9411	0:15:22	33872.98	207278.46	23330.47	23608.38	2627.07	4299.27	2353.31	68.29	i192-dy-m7gb768-5	10.0.1.226	192	0.0740	m7i.48xlarge	eu-central-1c	1.828900	64	0.156293
RIH0_ANA0-HG005-19	bwa2a.deep.8	857.7938	0:14:17	33693.83	206575.37	23306.66	23584.54	2359.61	3801.36	2155.31	62.39	i192-dy-c7gb384-1	10.0.1.154	192	0.0727	c7i.48xlarge	eu-central-1c	1.325400	64	0.105270
RIH0_ANA0-HG005-19	bwa2a.deep.9	902.8993	0:15:02	34876.00	203114.02	23302.51	23580.86	2011.59	3775.40	1831.86	65.90	i192-dy-m7gb768-6	10.0.1.182	192	0.0730	m7i.48xlarge	eu-central-1c	1.828900	64	0.152899
RIH0_ANA0-HG005-19	bwa2a.deep.concat.fofn	0.3927	0:00:00	13.50	39.26	10.07	10.95	0.00	0.00	0.00	0.03	i192-dy-c7gb384-1	10.0.1.154	192	0.0764	c7i.48xlarge	eu-central-1c	1.325400	2	0.000002
RIH0_ANA0-HG005-19	bwa2a.deep.concordance	210.9245	0:03:30	76840.98	356313.65	76862.41	76863.63	141.98	488.51	132.17	279.32	i192-dy-c7gb384-1	10.0.1.154	192	1.3243	c7i.48xlarge	eu-central-1c	1.325400	32	0.012943
RIH0_ANA0-HG005-19	bwa2a.deep.merge	15.6885	0:00:15	88.50	2757.20	88.87	89.14	207.80	125.98	185.00	2.23	i192-dy-c7gb384-1	10.0.1.154	192	0.1421	c7i.48xlarge	eu-central-1c	1.325400	4	0.000120
RIH0_ANA0-HG005-19	bwa2a.mrkdup	732.4610	0:12:12	611274.39	644914.28	611331.38	611332.00	10184.82	39383.82	7746.70	210.15	i192-dy-m7gb768-2	10.0.1.189	192	0.2869	m7i.48xlarge	eu-central-1c	1.811900	192	0.368652
RIH0_ANA0-HG006-19	bwa2a.alNsort	3058.1086	0:50:58	350461.23	656104.26	350873.55	350875.04	16270.58	45388.22	8885.97	2539.55	i192-dy-m7gb768-1	10.0.1.212	192	0.8304	m7i.metal-48xl	eu-central-1c	1.310300	192	1.113067
RIH0_ANA0-HG006-19	bwa2a.deep.1	1758.0291	0:29:18	35776.12	202998.84	23298.54	23577.10	5167.14	5081.14	2032.72	86.96	i192-dy-m7gb768-1	10.0.1.212	192	0.0495	m7i.metal-48xl	eu-central-1c	1.310300	64	0.213291
RIH0_ANA0-HG006-19	bwa2a.deep.10	941.2738	0:15:41	34009.20	205558.47	23403.28	23681.36	2417.57	4016.20	2058.35	71.55	i192-dy-m7gb768-4	10.0.1.81	192	0.0760	m7i.48xlarge	eu-central-1c	1.828900	64	0.159398
RIH0_ANA0-HG006-19	bwa2a.deep.11	1043.7952	0:17:23	33928.91	204712.14	23321.55	23599.89	2402.92	3823.00	1795.53	55.22	i192-dy-m7gb768-1	10.0.1.212	192	0.0529	m7i.metal-48xl	eu-central-1c	1.310300	64	0.126637
RIH0_ANA0-HG006-19	bwa2a.deep.12	858.0358	0:14:18	34007.80	207534.23	23293.85	23574.02	2943.56	3866.79	2441.44	59.75	i192-dy-m7gb768-6	10.0.1.182	192	0.0696	m7i.48xlarge	eu-central-1c	1.828900	64	0.145302
RIH0_ANA0-HG006-19	bwa2a.deep.13	733.3562	0:12:13	34577.71	204667.50	23406.53	23685.19	1515.84	3411.83	2043.20	57.44	i192-dy-m7gb768-1	10.0.1.212	192	0.0783	m7i.metal-48xl	eu-central-1c	1.310300	64	0.088974
RIH0_ANA0-HG006-19	bwa2a.deep.14	764.2325	0:12:44	33966.98	205535.12	23309.84	23588.07	1726.39	3222.06	1683.85	45.65	i192-dy-c7gb384-1	10.0.1.154	192	0.0597	c7i.48xlarge	eu-central-1c	1.325400	64	0.093788
RIH0_ANA0-HG006-19	bwa2a.deep.15	599.3476	0:09:59	33999.91	205422.62	23321.67	23599.68	1420.30	3170.89	1935.90	35.25	i192-dy-m7gb768-7	10.0.1.45	192	0.0588	m7i.48xlarge	eu-central-1c	1.828900	64	0.101495
RIH0_ANA0-HG006-19	bwa2a.deep.16	773.9848	0:12:53	35969.09	202908.62	23010.36	23289.00	2310.68	3270.98	1706.63	57.22	i192-dy-m7gb768-1	10.0.1.212	192	0.0739	m7i.metal-48xl	eu-central-1c	1.310300	64	0.093903
RIH0_ANA0-HG006-19	bwa2a.deep.17	716.5406	0:11:56	34220.73	202900.91	22926.52	23204.21	1553.99	3464.15	1790.66	64.41	i192-dy-m7gb768-4	10.0.1.81	192	0.0899	m7i.48xlarge	eu-central-1c	1.828900	64	0.121341
RIH0_ANA0-HG006-19	bwa2a.deep.18	567.0570	0:09:27	33960.90	206376.43	23311.18	23588.82	1161.38	2931.61	1586.00	26.16	i192-dy-c7gb384-1	10.0.1.154	192	0.0461	c7i.48xlarge	eu-central-1c	1.325400	64	0.069590
RIH0_ANA0-HG006-19	bwa2a.deep.19	421.9834	0:07:01	33972.12	205484.29	23320.21	23598.67	1900.19	3150.97	2029.11	51.85	i192-dy-m7gb768-2	10.0.1.189	192	0.1229	m7i.48xlarge	eu-central-1c	1.828900	64	0.071460
RIH0_ANA0-HG006-19	bwa2a.deep.2	1589.3570	0:26:29	34141.67	205107.37	23316.49	23594.39	4889.25	5045.34	2164.83	81.49	i192-dy-m7gb768-1	10.0.1.212	192	0.0513	m7i.metal-48xl	eu-central-1c	1.310300	64	0.192827
RIH0_ANA0-HG006-19	bwa2a.deep.20	561.1478	0:09:21	33780.20	207140.14	23356.64	23634.75	1474.84	3187.05	1792.27	40.59	i192-dy-m7gb768-5	10.0.1.226	192	0.0723	m7i.48xlarge	eu-central-1c	1.828900	64	0.095026
RIH0_ANA0-HG006-19	bwa2a.deep.21	481.6110	0:08:01	33902.38	205802.27	23357.55	23635.33	1025.75	2742.59	1055.29	42.76	i192-dy-m7gb768-3	10.0.1.174	192	0.0888	m7i.48xlarge	eu-central-1c	1.828900	64	0.081557
RIH0_ANA0-HG006-19	bwa2a.deep.22	371.6320	0:06:11	33893.90	207715.32	23333.30	23611.33	937.60	2812.73	1947.52	42.72	i192-dy-m7gb768-5	10.0.1.226	192	0.1150	m7i.48xlarge	eu-central-1c	1.828900	64	0.062933
RIH0_ANA0-HG006-19	bwa2a.deep.23	557.2741	0:09:17	33834.30	207398.32	23277.16	23555.15	1398.55	2906.56	2230.78	53.71	i192-dy-m7gb768-6	10.0.1.182	192	0.0964	m7i.48xlarge	eu-central-1c	1.828900	64	0.094370
RIH0_ANA0-HG006-19	bwa2a.deep.24	302.8532	0:05:02	31508.36	199910.52	19825.02	20089.12	749.55	2244.98	726.95	1821.14	i192-dy-m7gb768-4	10.0.1.81	192	6.0133	m7i.48xlarge	eu-central-1c	1.828900	64	0.051286
RIH0_ANA0-HG006-19	bwa2a.deep.3	1460.7291	0:24:20	34156.14	203591.81	23169.78	23448.07	3851.65	4495.70	1775.20	72.07	i192-dy-m7gb768-2	10.0.1.189	192	0.0493	m7i.48xlarge	eu-central-1c	1.828900	64	0.247364
RIH0_ANA0-HG006-19	bwa2a.deep.4	1272.1146	0:21:12	34091.26	206912.34	23478.57	23756.52	3619.29	4370.25	2048.63	87.10	i192-dy-m7gb768-3	10.0.1.174	192	0.0685	m7i.48xlarge	eu-central-1c	1.828900	64	0.215423
RIH0_ANA0-HG006-19	bwa2a.deep.5	1108.8900	0:18:28	34376.37	204027.30	23278.63	23556.54	2725.09	4134.04	2147.13	60.01	i192-dy-m7gb768-1	10.0.1.212	192	0.0541	m7i.metal-48xl	eu-central-1c	1.310300	64	0.134535
RIH0_ANA0-HG006-19	bwa2a.deep.6	1103.7352	0:18:23	34220.49	204277.48	23324.74	23602.77	3283.35	4302.15	2344.55	64.54	i192-dy-m7gb768-2	10.0.1.189	192	0.0585	m7i.48xlarge	eu-central-1c	1.828900	64	0.186909
RIH0_ANA0-HG006-19	bwa2a.deep.7	1025.2386	0:17:05	33808.23	208368.95	23337.46	23615.71	2609.19	4226.36	2438.03	63.06	i192-dy-m7gb768-7	10.0.1.45	192	0.0615	m7i.48xlarge	eu-central-1c	1.828900	64	0.173617
RIH0_ANA0-HG006-19	bwa2a.deep.8	1099.5002	0:18:19	35776.55	202986.22	23051.92	23330.19	2444.10	3614.47	1892.22	47.78	i192-dy-m7gb768-1	10.0.1.212	192	0.0435	m7i.metal-48xl	eu-central-1c	1.310300	64	0.133396
RIH0_ANA0-HG006-19	bwa2a.deep.9	1024.3039	0:17:04	34248.49	202970.58	22866.02	23144.13	1878.62	3801.70	1704.25	70.11	i192-dy-m7gb768-4	10.0.1.81	192	0.0684	m7i.48xlarge	eu-central-1c	1.828900	64	0.173458
RIH0_ANA0-HG006-19	bwa2a.deep.concat.fofn	0.4486	0:00:00	15.00	40.47	7.16	9.53	0.00	0.00	0.00	0.04	i192-dy-m7gb768-6	10.0.1.182	192	0.0892	m7i.48xlarge	eu-central-1c	1.828900	2	0.000002
RIH0_ANA0-HG006-19	bwa2a.deep.concordance	216.3214	0:03:36	71649.17	705943.51	71641.99	71651.31	789.68	416.16	115.61	250.75	i192-dy-m7gb768-2	10.0.1.189	192	1.1592	m7i.48xlarge	eu-central-1c	1.828900	32	0.018316
RIH0_ANA0-HG006-19	bwa2a.deep.merge	15.1819	0:00:15	90.00	2757.25	87.66	88.95	181.83	127.73	188.64	2.66	i192-dy-m7gb768-6	10.0.1.182	192	0.1752	m7i.48xlarge	eu-central-1c	1.828900	4	0.000161
RIH0_ANA0-HG006-19	bwa2a.mrkdup	664.7376	0:11:04	579644.21	603536.29	579749.27	579749.90	6502.80	42373.32	4807.15	153.91	i192-dy-m7gb768-1	10.0.1.212	192	0.2315	m7i.metal-48xl	eu-central-1c	1.310300	192	0.241946
RIH0_ANA0-HG007-19	bwa2a.alNsort	3158.6062	0:52:38	354321.85	657801.96	354723.39	354724.72	16271.59	44703.62	8405.79	2613.93	i192-dy-m7gb768-5	10.0.1.226	192	0.8276	m7i.48xlarge	eu-central-1c	1.811900	192	1.589744
RIH0_ANA0-HG007-19	bwa2a.deep.1	1563.7994	0:26:03	34091.36	204988.45	23646.50	23924.46	4703.24	5339.21	2212.28	83.20	i192-dy-m7gb768-1	10.0.1.212	192	0.0532	m7i.metal-48xl	eu-central-1c	1.310300	64	0.189727
RIH0_ANA0-HG007-19	bwa2a.deep.10	791.3445	0:13:11	34104.67	205109.72	23363.92	23641.58	2203.44	4037.55	2489.57	71.06	i192-dy-m7gb768-3	10.0.1.174	192	0.0898	m7i.48xlarge	eu-central-1c	1.828900	64	0.134008
RIH0_ANA0-HG007-19	bwa2a.deep.11	554.8656	0:09:14	34476.34	205165.81	23303.43	23581.33	2089.54	3835.25	3506.77	58.24	i192-dy-c7gb384-1	10.0.1.154	192	0.1050	c7i.48xlarge	eu-central-1c	1.325400	64	0.068094
RIH0_ANA0-HG007-19	bwa2a.deep.12	981.3551	0:16:21	34181.99	205997.82	23325.23	23603.86	2333.79	3871.74	1972.77	59.37	i192-dy-m7gb768-7	10.0.1.45	192	0.0605	m7i.48xlarge	eu-central-1c	1.828900	64	0.166185
RIH0_ANA0-HG007-19	bwa2a.deep.13	739.3419	0:12:19	34087.38	204904.01	23400.14	23678.40	1364.18	3358.36	1901.86	48.57	i192-dy-m7gb768-1	10.0.1.212	192	0.0657	m7i.metal-48xl	eu-central-1c	1.310300	64	0.089700
RIH0_ANA0-HG007-19	bwa2a.deep.14	645.0344	0:10:45	33855.79	204699.25	23306.81	23585.00	1391.13	3227.99	1998.67	45.60	i192-dy-m7gb768-1	10.0.1.212	192	0.0707	m7i.metal-48xl	eu-central-1c	1.310300	64	0.078258
RIH0_ANA0-HG007-19	bwa2a.deep.15	507.7378	0:08:27	33912.11	205211.85	23318.19	23596.62	1448.86	3170.90	2355.88	33.26	i192-dy-m7gb768-1	10.0.1.212	192	0.0655	m7i.metal-48xl	eu-central-1c	1.310300	64	0.061601
RIH0_ANA0-HG007-19	bwa2a.deep.16	595.9568	0:09:55	34128.73	204129.45	23334.60	23612.95	1846.34	3366.46	2256.28	44.75	i192-dy-m7gb768-5	10.0.1.226	192	0.0751	m7i.48xlarge	eu-central-1c	1.828900	64	0.100921
RIH0_ANA0-HG007-19	bwa2a.deep.17	768.5050	0:12:48	33938.50	205102.54	23347.27	23625.40	1775.99	3407.08	1736.90	46.99	i192-dy-m7gb768-3	10.0.1.174	192	0.0611	m7i.48xlarge	eu-central-1c	1.828900	64	0.130141
RIH0_ANA0-HG007-19	bwa2a.deep.18	537.9940	0:08:57	33928.27	207322.59	23298.29	23576.07	1297.26	3026.53	1848.40	61.89	i192-dy-m7gb768-7	10.0.1.45	192	0.1150	m7i.48xlarge	eu-central-1c	1.828900	64	0.091105
RIH0_ANA0-HG007-19	bwa2a.deep.19	491.0621	0:08:11	34080.04	203679.52	23143.29	23421.69	1272.13	3197.20	1954.26	38.43	i192-dy-m7gb768-4	10.0.1.81	192	0.0783	m7i.48xlarge	eu-central-1c	1.828900	64	0.083158
RIH0_ANA0-HG007-19	bwa2a.deep.2	1414.2670	0:23:34	33866.49	203833.62	23130.68	23408.91	4697.52	5094.86	2516.01	109.84	i192-dy-c7gb384-1	10.0.1.154	192	0.0777	c7i.48xlarge	eu-central-1c	1.325400	64	0.173562
RIH0_ANA0-HG007-19	bwa2a.deep.20	491.8817	0:08:11	33854.71	205853.28	23336.26	23614.46	1302.79	3225.15	2047.22	48.78	i192-dy-m7gb768-7	10.0.1.45	192	0.0992	m7i.48xlarge	eu-central-1c	1.828900	64	0.083297
RIH0_ANA0-HG007-19	bwa2a.deep.21	417.4143	0:06:57	33958.37	205419.17	23307.48	23585.86	814.54	2777.91	1252.42	49.74	i192-dy-m7gb768-7	10.0.1.45	192	0.1192	m7i.48xlarge	eu-central-1c	1.828900	64	0.070686
RIH0_ANA0-HG007-19	bwa2a.deep.22	419.8971	0:06:59	33853.29	207003.14	23314.36	23594.82	791.71	2867.38	1748.48	46.74	i192-dy-m7gb768-5	10.0.1.226	192	0.1113	m7i.48xlarge	eu-central-1c	1.828900	64	0.071106
RIH0_ANA0-HG007-19	bwa2a.deep.23	560.1226	0:09:20	33908.39	206746.82	23299.34	23579.51	2190.89	3329.92	2939.74	49.27	i192-dy-m7gb768-6	10.0.1.182	192	0.0880	m7i.48xlarge	eu-central-1c	1.828900	64	0.094853
RIH0_ANA0-HG007-19	bwa2a.deep.24	107.0952	0:01:47	33963.01	205431.49	23418.77	23697.29	402.76	2070.69	1187.11	1107.41	i192-dy-m7gb768-5	10.0.1.226	192	10.3404	m7i.48xlarge	eu-central-1c	1.828900	64	0.018136
RIH0_ANA0-HG007-19	bwa2a.deep.3	1310.5713	0:21:50	33886.52	205116.29	23349.09	23627.30	3429.22	4468.26	2117.60	82.10	i192-dy-m7gb768-2	10.0.1.189	192	0.0626	m7i.48xlarge	eu-central-1c	1.828900	64	0.221936
RIH0_ANA0-HG007-19	bwa2a.deep.4	1278.0489	0:21:18	34011.81	208730.37	23483.90	23762.45	3696.41	4444.34	2178.21	91.51	i192-dy-m7gb768-4	10.0.1.81	192	0.0716	m7i.48xlarge	eu-central-1c	1.828900	64	0.216428
RIH0_ANA0-HG007-19	bwa2a.deep.5	607.5565	0:10:07	34431.45	205643.76	23359.39	23637.78	2821.66	4123.48	3677.39	70.19	i192-dy-m7gb768-5	10.0.1.226	192	0.1155	m7i.48xlarge	eu-central-1c	1.828900	64	0.102885
RIH0_ANA0-HG007-19	bwa2a.deep.6	1233.8115	0:20:33	33902.14	208823.24	23341.18	23619.68	2995.20	4358.51	1954.87	95.86	i192-dy-m7gb768-7	10.0.1.45	192	0.0777	m7i.48xlarge	eu-central-1c	1.828900	64	0.208937
RIH0_ANA0-HG007-19	bwa2a.deep.7	642.2117	0:10:42	34294.36	205617.25	23331.24	23609.33	2183.69	4299.21	3676.67	73.24	i192-dy-m7gb768-7	10.0.1.45	192	0.1140	m7i.48xlarge	eu-central-1c	1.828900	64	0.108754
RIH0_ANA0-HG007-19	bwa2a.deep.8	1035.3419	0:17:15	33885.02	205335.52	23301.42	23580.12	2465.58	3825.18	1744.87	66.24	i192-dy-m7gb768-3	10.0.1.174	192	0.0640	m7i.48xlarge	eu-central-1c	1.828900	64	0.175327
RIH0_ANA0-HG007-19	bwa2a.deep.9	989.3704	0:16:29	33814.11	206009.89	23287.06	23565.35	1998.74	3794.16	1903.79	47.61	i192-dy-m7gb768-5	10.0.1.226	192	0.0481	m7i.48xlarge	eu-central-1c	1.828900	64	0.167543
RIH0_ANA0-HG007-19	bwa2a.deep.concat.fofn	0.4413	0:00:00	16.50	40.47	10.98	12.08	0.00	0.00	0.00	0.03	i192-dy-c7gb384-1	10.0.1.154	192	0.0680	c7i.48xlarge	eu-central-1c	1.325400	2	0.000002
RIH0_ANA0-HG007-19	bwa2a.deep.concordance	212.0032	0:03:32	69078.19	356313.65	68985.73	68995.05	1255.88	442.65	124.61	264.37	i192-dy-c7gb384-1	10.0.1.154	192	1.2470	c7i.48xlarge	eu-central-1c	1.325400	32	0.013009
RIH0_ANA0-HG007-19	bwa2a.deep.merge	15.1309	0:00:15	88.50	2757.32	88.91	89.55	220.04	127.37	188.92	2.50	i192-dy-c7gb384-1	10.0.1.154	192	0.1652	c7i.48xlarge	eu-central-1c	1.325400	4	0.000116
RIH0_ANA0-HG007-19	bwa2a.mrkdup	738.2325	0:12:18	494898.96	531321.78	494962.01	494962.65	12253.37	42300.95	6311.27	321.56	i192-dy-m7gb768-5	10.0.1.226	192	0.4356	m7i.48xlarge	eu-central-1c	1.811900	192	0.371557
RIH0_ANA0-HG007-19	dirsetup	0.2597	0:00:00	13.72	31.20	6.45	7.15	0.00	0.00	0.00	0.00	ip-10-0-0-199	18.199.109.73	8	0.0000	r7i.2xlarge	eu-central-1c	0.285100	1	0.000003
